,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
73,Ugz0BnS94Xo5FkCo6154AaABAg,didis didis,2023-07-05 02:03:18+00:00,fasilitas buat ngecas bangun dulu baru jual unit,fasilitas ngecas bangun jual unit,negatif,fasilitas buat ngecas bangun dulu baru jual unit
74,Ugz73rmR27FUxPnLAlB4AaABAg,fahriadi,2023-07-05 01:24:58+00:00,jalan   banyak     mulus,jalan mulus,negatif,jalan   banyak     mulus
75,Ugw5qs1lYqeVVHxHYtF4AaABAg,Herry Lubis,2023-07-05 01:04:59+00:00,batrenya mahal   rusak,batrenya mahal rusak,netral,batrenya mahal   rusak
76,UgzDho6rGhG98NJUlN54AaABAg,GS GAMING,2023-07-05 00:55:23+00:00,lama harga saing sama bahan bakar fosil mitigasi stasiun charge mitigasi jadi antri panjang waktu isi waktu charge isi bbm kendara fosil jangan harap banyak minat milik perintah pakai jalan pintas biasa kurang kreatif contoh kereta parahyangan mati orang pindah kereta cepat terbang komersil bandara husein mati orang mau pindah kertajati jalan pintas pakai buat atur wajib dealer jual rasio kendara fosil jual jual langgar dapat beban pajak lain,harga saing bahan bakar fosil mitigasi stasiun charge mitigasi antre isi charge isi bahan bakar minyak kendara fosil harap minat milik perintah pakai jalan pintas kreatif contoh kereta parahyangan mati orang pindah kereta cepat terbang komersil bandara husein mati orang pindah kertajati jalan pintas pakai atur wajib dealer jual rasio kendara fosil jual jual langgar beban pajak,negatif,lama harga saing sama bahan bakar fosil mitigasi stasiun charge mitigasi jadi antre panjang waktu isi waktu charge isi bahan bakar minyak kendara fosil jangan harap banyak minat milik perintah pakai jalan pintas biasa kurang kreatif contoh kereta parahyangan mati orang pindah kereta cepat terbang komersil bandara husein mati orang mau pindah kertajati jalan pintas pakai buat atur wajib dealer jual rasio kendara fosil jual jual langgar dapat beban pajak lain
77,Ugw1GSvb1nmOvQtt9kJ4AaABAg,Umberto Verbita,2023-07-05 00:08:32+00:00,naik pajak setinggi langit guna bahan bakar fossil naik harga bbm setinggi langit masyarakat alih,pajak langit bahan bakar fossil harga bahan bakar minyak langit masyarakat alih,negatif,naik pajak setinggi langit guna bahan bakar fossil naik harga bahan bakar minyak setinggi langit masyarakat alih
78,UgxwR6LTyXkRd59v-b54AaABAg,Papi Mami,2023-07-04 22:50:43+00:00,nyata muldoko kosong,nyata muldoko kosong,negatif,nyata muldoko kosong
79,UgxsNS9fvpfp5AeFJDR4AaABAg,Adithia Al Aziz,2023-07-04 18:33:14+00:00,masyarakat tengah bawah mikir sih   beli biaya rumah   berapa sanggup ampere rumah masa iya pas charge cabut kulkas alat rumah   lain dulu lama waktu charging kursi sedikit harga mahal yah mending produk   dulu bengkel semua kota hitung harga jual semua kota punya station charge jalan indo banyak   terjal lubang sanggup   mungkin jalan kota   desa desa jalan jelek gimana,masyarakat pikir beli biaya rumah sanggup ampere rumah pas charge pergi kulkas alat rumah charging kursi harga mahal mending produk bengkel kota hitung harga jual kota station charge jalan indonesia terjal lubang sanggup jalan kota desa desa jalan jelek,negatif,masyarakat tengah bawah pikir sih   beli biaya rumah   berapa sanggup ampere rumah masa iya pas charge pergi kulkas alat rumah   lain dulu lama waktu charging kursi sedikit harga mahal ya mending produk   dulu bengkel semua kota hitung harga jual semua kota punya station charge jalan indonesia banyak   terjal lubang sanggup   mungkin jalan kota   desa desa jalan jelek bagaimana
80,Ugzfgn5aI5fGl9Ofa4B4AaABAg,boheme t,2023-07-04 17:24:08+00:00,tesla malaysia launching   bilang tak laku benar makin banyak malaysia singapore,tesla malaysia launching bilang laku malaysia singapura,netral,tesla malaysia launching   bilang tak laku benar makin banyak malaysia singapura
81,UgxSF5gvQ8LS8rVTKnV4AaABAg,Jordan Nathanael,2023-07-04 11:43:21+00:00,  mau orang langsung pindah tutup subsidi bbm subsidi,orang langsung pindah tutup subsidi bahan bakar minyak subsidi,positif,  mau orang langsung pindah tutup subsidi bahan bakar minyak subsidi
82,UgyZf866phyUcDA_fIh4AaABAg,Nabila ramadan,2023-07-04 06:40:47+00:00,sekarang bagus si perintah langkah   lebih sedikit sedikit,bagus perintah langkah,negatif,sekarang bagus sih perintah langkah   lebih sedikit sedikit
83,Ugxzn4SVapJULd9qKuV4AaABAg,Rasev Putra,2023-07-04 06:24:03+00:00,  laku masyarakat   ganggu produsen   mikir   ogah,laku masyarakat ganggu produsen pikir ogah,negatif,  laku masyarakat   ganggu produsen   pikir   ogah
84,Ugwi1PNg7YGvtu9A7pt4AaABAg,Hardi firmansyah,2023-07-04 05:42:12+00:00,mending bensin hitung ama keluar mahal,mending bensin hitung mahal,negatif,mending bensin hitung sama keluar mahal
85,Ugwp5g9tS5FJtdpuoZF4AaABAg,Mohita Official,2023-07-04 05:06:54+00:00,  jelas market mau high end   laku kayak avanza mana mau laku keras low end harga avanza segmen masyarakat low end harga high end   capai,market high end laku avanza laku keras low end harga avanza segmen masyarakat low end harga high end capai,positif,  jelas market mau high end   laku kayak avanza mana mau laku keras low end harga avanza segmen masyarakat low end harga high end   capai
86,Ugz_BdCDraQ9j59_e9d4AaABAg,Bagas Sri Indrantoro,2023-07-04 04:56:57+00:00,bingung sama perintah indonesia kalian pimpin rakyat indonesia karyawan usaha asing sih ngapain ngasih subsidi produk usaha asing   lebih prioritas   dapat subsidi perintah indonesia produk usaha lokal asli indonesia bukan produk asing   mampu beli golong kaya orang kaya   banyak duit sejak bayi lantas ngapain orang kaya kasih subsidi subsidi   relokasi   topang hidup golong   kurang mampu   lebih butuh subsidi banding orang kaya sekarang tanya negara asing mana   beri subsidi   produk indonesia   jual negara produk indonesia saing produk pasar negara dontbestupid,bingung perintah indonesia pimpin rakyat indonesia karyawan usaha asing subsidi produk usaha asing prioritas subsidi perintah indonesia produk usaha lokal asli indonesia produk asing beli golong orang duit bayi lantas orang kasih subsidi subsidi relokasi topang hidup golong butuh subsidi banding orang negara asing subsidi produk indonesia jual negara produk indonesia saing produk pasar negara dontbestupid,netral,bingung sama perintah indonesia kalian pimpin rakyat indonesia karyawan usaha asing sih apa memberi subsidi produk usaha asing   lebih prioritas   dapat subsidi perintah indonesia produk usaha lokal asli indonesia bukan produk asing   mampu beli golong kayak orang kayak   banyak duit sejak bayi lantas apa orang kayak kasih subsidi subsidi   relokasi   topang hidup golong   kurang mampu   lebih butuh subsidi banding orang kayak sekarang tanya negara asing mana   beri subsidi   produk indonesia   jual negara produk indonesia saing produk pasar negara dontbestupid
87,UgyRqQ0PQlEP_H9H35V4AaABAg,Georgie Honda,2023-07-04 04:42:32+00:00,design bajaj,design bajaj,netral,design bajaj
88,UgzsjMr1ct_cQw-KSHl4AaABAg,Reed Wanadi,2023-07-04 03:11:37+00:00,harga baterai   capai harga daya tahan bahan timbang penting sih hitung ongkos per bulan mungkin lebih murah mirip bbm   masalah konvensional keluar bulan   lihat mahal diabnding   sekali ganti baterai bakal mirip kayak beli baru,harga baterai capai harga daya tahan bahan timbang hitung ongkos murah bahan bakar minyak konvensional lihat mahal diabnding ganti baterai beli,negatif,harga baterai   capai harga daya tahan bahan timbang penting sih hitung ongkos per bulan mungkin lebih murah mirip bahan bakar minyak   masalah konvensional keluar bulan   lihat mahal diabnding   sekali ganti baterai bakal mirip kayak beli baru
89,Ugw-KESjj7Ufr8YreeF4AaABAg,rizaldy,2023-07-04 01:46:11+00:00,kurang laku karna station charge minim berapa jarak charge penuh habis bateri roda tempat service onderdil tanda tanya wajar baru orang ragu klau mau benar laku siap dlu poin atas,laku station charge minim jarak charge penuh habis bateri roda service onderdil tanda wajar orang ragu laku poin,negatif,kurang laku karena station charge minim berapa jarak charge penuh habis bateri roda tempat service onderdil tanda tanya wajar baru orang ragu kalau mau benar laku siap dulu poin atas
90,Ugz2oxxUhppXRhx9KIR4AaABAg,agus basuki,2023-07-04 00:56:09+00:00,si joko setijowarno ngawur bilang kendara pribadi larang lewat maksud operasi x bilang tinggal batu bara   polusi sangat tinggi tuju sih apa   sadar   guna isi daya kendara bagi besar pasok pltu   bahan bakar batu bara ni bisik perintah   sengsara rakyat   laku udh jangan paksa rakyat beli padahal sadar china   negara maju   butuh waktu tahun terap sampe  sekarang  jg blm sepenuh jalan bahkan banyak lihat   tadi ngebet beli padan batrenya rusak udh taruh gitu   karna batrenya mahal,joko setijowarno ngawur bilang kendara pribadi larang maksud operasi x bilang tinggal batu bara polusi tuju sadar isi daya kendara pasok pltu bahan bakar batu bara bisik perintah sengsara rakyat laku paksa rakyat beli sadar cina negara maju butuh terap sepenuh jalan lihat ngebet beli padan batrenya rusak taruh batrenya mahal,negatif,sih joko setijowarno ngawur bilang kendara pribadi larang lewat maksud operasi x bilang tinggal batu bara   polusi sangat tinggi tuju sih apa   sadar   guna isi daya kendara bagi besar pasok pltu   bahan bakar batu bara nih bisik perintah   sengsara rakyat   laku sudah jangan paksa rakyat beli padahal sadar cina   negara maju   butuh waktu tahun terap sampai  sekarang  juga belum sepenuh jalan bahkan banyak lihat   tadi ngebet beli padan batrenya rusak sudah taruh begitu   karena batrenya mahal
91,UgxnJkPyLHbJxASF9354AaABAg,bang jali,2023-07-04 00:05:42+00:00,cara indonesia jngan pake batubara luhut,indonesia pakai batubara luhut,netral,cara indonesia jangan pakai batubara luhut
92,Ugw69JFobhxeo7sl51N4AaABAg,JinRoh 33,2023-07-03 15:21:22+00:00,semi bullshit ev,semi bullshit ev,netral,semi bullshit ev
93,UgwNQonG307EG0zTtr94AaABAg,rhm,2023-07-03 14:20:14+00:00,fokus kendara umum mental,fokus kendara mental,positif,fokus kendara umum mental
94,Ugyya9cic7MQls4nOF14AaABAg,DK,2023-07-03 13:41:15+00:00,transportasi umum jakarta lrt mrt bus kurang pada jangkau semua jalan jakarta terlalu sumpek macet jangan tambah tambah pribadi atau bbm benah dulu transportasi umum jalan jalan kecil bus bus layak ber ac,transportasi jakarta light rail transit mrt bus jangkau jalan jakarta sumpek macet pribadi bahan bakar minyak benah transportasi jalan jalan bus bus layak ber ac,negatif,transportasi umum jakarta light rail transit mrt bus kurang pada jangkau semua jalan jakarta terlalu sumpek macet jangan tambah tambah pribadi atau bahan bakar minyak benah dulu transportasi umum jalan jalan kecil bus bus layak ber ac
95,UgxpVFYPydCZZ8xCZnl4AaABAg,Rizky Toro,2023-07-03 10:30:50+00:00,  jd masalah tempat chargernya   msih sedikit bykin tempat chargenya trus   ngecas cepat cepet laku  orang  mau beli mikir ngecasnya   jalan jauh,chargernya bykin chargenya ngecas cepat cepat laku orang beli pikir ngecasnya jalan,negatif,  jadi masalah tempat chargernya   masih sedikit bykin tempat chargenya terus   ngecas cepat cepat laku  orang  mau beli pikir ngecasnya   jalan jauh
96,UgxTr4RYAAwwGmZW6-F4AaABAg,cybercodes,2023-07-03 09:20:15+00:00,gimana mau laku harga setinggi langit dealer buat harga enak,laku harga langit dealer harga enak,positif,bagaimana mau laku harga setinggi langit dealer buat harga enak
97,UgzlClokNMIlUxy6Gyh4AaABAg,Ayang Tan,2023-07-03 06:10:34+00:00,orang butuh mirah,orang butuh mirah,negatif,orang butuh mirah
98,UgyeACKCwCOzKjG8WZF4AaABAg,Wen Chia,2023-07-03 04:37:43+00:00,faktor indonesia jarak tempuh harga sangat mahal rakyat kecil infrastruktur suku cadang,faktor indonesia jarak tempuh harga mahal rakyat infrastruktur suku cadang,negatif,faktor indonesia jarak tempuh harga sangat mahal rakyat kecil infrastruktur suku cadang
99,UgyDJDC9oFxwgUIcQkl4AaABAg,Andy Walkman,2023-07-03 02:35:04+00:00,masalah bukan stasiun charging harga mahal jt mini beli bbm bagus,stasiun charging harga mahal juta mini beli bahan bakar minyak bagus,negatif,masalah bukan stasiun charging harga mahal juta mini beli bahan bakar minyak bagus
100,Ugw3kr9GVBq1mBFkGuN4AaABAg,Bejo Santoso,2023-07-02 23:15:48+00:00,  jelas jabat tri keluarga     suka kok nyuruh masyarakat beli lucu lucu,jabat tri keluarga suka suruh masyarakat beli lucu lucu,negatif,  jelas jabat tri keluarga     suka kok menyuruh masyarakat beli lucu lucu
101,UgwjObEokqvFyWIewcp4AaABAg,aldi akbar,2023-07-02 14:49:26+00:00,subsidi gilir subsidi rakyat cabut semua subsidi makin sini makin liat arah,subsidi gilir subsidi rakyat pergi subsidi lihat arah,negatif,subsidi gilir subsidi rakyat pergi semua subsidi makin sini makin lihat arah
102,UgzdEeTYUMCABp3pa714AaABAg,anti homo,2023-07-02 13:10:47+00:00,ane sales moblis singkat kendara torsi gede awal power melempem nanjak cepat tinggi baterai gatcha kualitas tiap unit beda durabilitynya jg beda daya jelajah kurang suspensi kaki ringkih oleng stabil mesin berat konvensional baterai   rata letak bawah bantu down force imbang cepat tinggi degan mulu takut mati jalan abis,sales moblis singkat kendara torsi gede power melempem nanjak cepat baterai gatcha kualitas unit beda durabilitynya beda daya jelajah suspensi kaki ringkih oleng stabil mesin berat konvensional baterai letak bantu down force imbang cepat degan mulu takut mati jalan habis,negatif,saya sales moblis singkat kendara torsi gede awal power melempem nanjak cepat tinggi baterai gatcha kualitas tiap unit beda durabilitynya juga beda daya jelajah kurang suspensi kaki ringkih oleng stabil mesin berat konvensional baterai   rata letak bawah bantu down force imbang cepat tinggi degan mulu takut mati jalan habis
103,UgxpSQuvHXdZavBykA54AaABAg,DMC Audio,2023-07-02 12:53:19+00:00,mau mau cepat lambat kendara ganti kendara bahan bakar fosil konversi teknologi awal selalu jadi tentang waktu debat tolol segera lupa,cepat lambat kendara ganti kendara bahan bakar fosil konversi teknologi debat tolol lupa,negatif,mau mau cepat lambat kendara ganti kendara bahan bakar fosil konversi teknologi awal selalu jadi tentang waktu debat tolol segera lupa
104,UgwyiFE870vCFWpnnF14AaABAg,Febri Permana,2023-07-02 12:10:49+00:00,lebih mndewakan motor manusia untung sua sepeda tiap kerja minggu wajib bike to work sekali berangkat p km desa kota total minggu tempuh km   sepeda   naik sepeda badan lemas ngantukan tempat kerja bike to work go green go cycling no global warning salam bike to work   mnjalankanya,mndewakan motor manusia untung sua sepeda kerja minggu wajib bike to work berangkat p km desa kota total minggu tempuh km sepeda sepeda badan lemas ngantukan kerja bike to work go green go cycling no global warning salam bike to work mnjalankanya,positif,lebih mndewakan motor manusia untung sua sepeda tiap kerja minggu wajib bike to work sekali berangkat p km desa kota total minggu tempuh km   sepeda   naik sepeda badan lemas ngantukan tempat kerja bike to work go green go cycling no global warning salam bike to work   mnjalankanya
105,UgzJRljZJJQGfpG8Bnt4AaABAg,deki darockman,2023-07-02 11:44:23+00:00,demokrat pikir  kok  mundur nama baru rakyat banyak tahu wajar perlu waktu jangan baru hambat dikit nyerah mental kerupuk,demokrat pikir mundur nama rakyat wajar hambat serah mental kerupuk,negatif,demokrat pikir  kok  mundur nama baru rakyat banyak tahu wajar perlu waktu jangan baru hambat sedikit menyerah mental kerupuk
106,Ugyanj64I07fN_7xIqp4AaABAg,Ardliansyah Ramadhan,2023-07-02 11:16:51+00:00,utama kendara umum ubah kendara masyarakat nilai sendiri plus minus langsung,utama kendara ubah kendara masyarakat nilai plus minus langsung,positif,utama kendara umum ubah kendara masyarakat nilai sendiri plus minus langsung
107,UgzJ03B3Poi722KHWj54AaABAg,Mr. Yanto,2023-07-02 11:03:45+00:00,coba harga puluh juta motor harga juta yakin banyak beli rusak jual rusak jual banyak second otomatis onderdil limpah,coba harga puluh juta motor harga juta beli rusak jual rusak jual second otomatis onderdil limpah,positif,coba harga puluh juta motor harga juta yakin banyak beli rusak jual rusak jual banyak second otomatis onderdil limpah
108,UgzhwyGcQnr9BaBBDCt4AaABAg,Ahlinya Ahli Pengamat,2023-07-02 09:28:03+00:00,charger menit km baru jos,charger menit km hebat,netral,charger menit km baru hebat
109,UgyP0Jv8ySZ25prDmst4AaABAg,Golden moc,2023-07-02 08:03:43+00:00,  rakyat ingin jalan dulu benah baik luas panjang bukan dar membludaknya jumlah kendara jalan percuma baran tpi macet,rakyat jalan benah luas dar membludaknya kendara jalan baran macet,positif,  rakyat ingin jalan dulu benah baik luas panjang bukan dar membludaknya jumlah kendara jalan percuma baran tetapi macet
110,UgxfIZU742a4iq7gIcB4AaABAg,Sudir Man,2023-07-02 07:38:31+00:00,bagaimna mau laku hrganya mahal negara pajak mahal langit   korupsi jalan jalan negara bnyk lubang,laku hrganya mahal negara pajak mahal langit korupsi jalan jalan negara lubang,negatif,bagaimana mau laku hrganya mahal negara pajak mahal langit   korupsi jalan jalan negara banyak lubang
111,UgzXW_1nPDqrfiJmri54AaABAg,Ahmad Shobshob,2023-07-02 06:12:30+00:00,mungkin dg serentak perintah guna kendara spy masyarakat contoh,serentak perintah kendara masyarakat contoh,positif,mungkin dengan serentak perintah guna kendara supaya masyarakat contoh
112,UgxCVGYx8lIilUFEISd4AaABAg,rgjanssen,2023-07-02 06:07:25+00:00,paling mau minimal seater ukur compact suv   harga jangkau jt,minimal seater ukur compact suv harga jangkau juta,positif,paling mau minimal seater ukur compact suv   harga jangkau juta
113,Ugy5iSc6MUQ9wDmIwbR4AaABAg,SZE Neverland,2023-07-02 05:43:46+00:00,halah coma main sini desa desa tanyain usaha apa hasil berapa hidup   sulit   mau pecut pecut bapak pikir kerbau cocok hidung nurut nurut   gitu negara karna rakyat jan awal pecut batrai hp   drop om soak lagi mahal ramah rakyat tengah bawah lebih tuju orang orang kaya   usaha   gedw,alah coma main desa desa usaha hasil hidup sulit pecut pecut pikir kerbau cocok hidung negara rakyat pecut batrai handphone drop om soak mahal ramah rakyat tuju orang orang usaha gedw,negatif,alah coma main sini desa desa tanyakan usaha apa hasil berapa hidup   sulit   mau pecut pecut bapak pikir kerbau cocok hidung ikut ikut   begitu negara karena rakyat jangan awal pecut batrai handphone   drop om soak lagi mahal ramah rakyat tengah bawah lebih tuju orang orang kayak   usaha   gedw
